Year,State,Month,Region,Site,Lat,Long,Prevalence,MonitoringLocation,Mean Intensity
2008,MD,October,POTOMAC RIVER,RAGGED POINT (PR),38.09142,-76.60055,8,ET8.1,2.3
2010,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,96,WE4.1,2.3
1991,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,97,EE3.0,2.3
2004,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,83,EE3.0,2.3
1998,MD,October,TANGIER SOUND,BACK COVE,38.030167,-75.979817,90,EE3.1,2.3
1996,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,80,EE3.2,2.3
2000,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,86,EE3.2,2.3
2017,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,70,EE3.2,2.3
2000,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,80,EE3.0,2.3
2019,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,70,EE1.1,2.3
2000,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,96,RET3.2,2.291666667
2017,VA,September,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,84,LE3.7,2.28
2016,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,92,CB5.4,2.28
1992,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.63618,-76.54255,100,LE3.2,2.28
1998,VA,September,TANGIER SOUND,JOHNSON ROCK,,,100,,2.28
1998,VA,September,TANGIER SOUND,JOHNSON ROCK,,,100,,2.28
2001,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,100,LE3.4,2.28
1991,VA,September,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,100,LE3.7,2.28
1998,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,96,LE3.2,2.28
1992,VA,August,JAMES RIVER,WARWICK RIVER,,,100,,2.28
2002,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,96,LE4.2,2.24
2013,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,96,LE4.2,2.24
2001,VA,September,TANGIER SOUND,BYRD ROCK,,,96,,2.24
2006,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,88,LE3.4,2.24
1993,VA,October,EASTERN SHORE,LITTLE GAP CHANNEL,,,96,,2.24
1999,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,96,RET3.2,2.24
2015,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,88,LE5.2,2.24
2006,VA,November,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,96,LE5.2,2.24
2020,VA,September,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,92,LE4.2,2.2
2008,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,67,EE2.1,2.2
2010,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,71,RET3.2,2.2
2008,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,70,CB3.2,2.2
2010,MD,October,CHESTER RIVER,BUOY ROCK,38.994033,-76.213683,65,CB3.2,2.2
2010,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,70,CB3.2,2.2
2012,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,67,CB3.2,2.2
2001,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,77,EE2.1,2.2
1999,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,100,LE3.7,2.2
2000,MD,October,CHOPTANK RIVER,OYSTER SHELL POINT,38.589233,-76.005517,73,ET5.2,2.2
1991,VA,September,POTOMAC RIVER,CHURCH POINT,,,100,,2.2
2016,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,77,ET4.2,2.2
2005,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,63,EE3.0,2.2
2021,VA,September,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,92,LE3.4,2.2
2011,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,80,LE5.2,2.2
2017,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,70,CB3.3W,2.2
2001,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,92,CB5.4,2.2
2010,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,70,EE3.1,2.2
1994,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,83,EE2.1,2.2
2011,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,70,EE2.1,2.2
2018,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,77,EE2.1,2.2
2017,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,63,LE2.2,2.2
2012,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,77,ET5.1,2.2
1997,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,93,ET5.2,2.2
2008,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,57,ET5.2,2.2
1991,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,100,LE5.2,2.2
1997,VA,October,POCOMOKE SOUND,HURLEYS ROCK,,,100,,2.2
1995,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,87,CB3.3W,2.2
1995,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,67,EE1.1,2.2
2013,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,63,EE1.1,2.2
2012,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,44,LE5.2,2.2
2002,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,100,LE3.2,2.2
1995,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,100,LE5.2,2.2
2019,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,96,WE4.1,2.2
1995,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,93,EE3.0,2.2
1994,MD,October,TANGIER SOUND,BACK COVE,38.030167,-75.979817,80,EE3.1,2.2
2007,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,73,EE3.2,2.2
1993,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,83,EE3.2,2.2
1997,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,73,EE3.2,2.2
1993,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,93,EE3.0,2.2
2010,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,91,LE3.1,2.2
2008,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,67,ET4.2,2.2
2006,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,73,RET3.1,2.2
2005,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,92,LE5.2,2.2
2009,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,94,LE5.2,2.2
2013,VA,October,MOBJACK BAY,PULTZ BAR,37.35305,-76.352783,87,WE4.1,2.173913043
2007,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,72,LE3.4,2.166666667
2005,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,100,LE5.2,2.166666667
2017,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,88,LE3.2,2.16
1991,VA,October,RAPPAHANNOCK RIVER,MORATTICO ,37.780533,-76.658183,100,LE3.1,2.16
1997,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,96,LE3.2,2.16
2016,VA,October,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,80,WE4.1,2.16
1997,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,96,LE5.2,2.16
1999,VA,October,PIANKATANK RIVER,CAPETOON REEF,,,92,,2.12
1996,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,100,LE3.4,2.12
2007,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,92,CB5.4,2.12
2003,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,92,LE3.4,2.12
1996,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,100,LE3.7,2.12
2014,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,84,LE5.2,2.12
2020,VA,September,MOBJACK BAY,TOW STAKE,37.338883,-76.386117,84,WE4.1,2.12
1996,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,83,EE2.1,2.1
2012,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,72,RET4.3,2.1
2011,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,83,LE3.7,2.1
2016,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,63,CB3.2,2.1
2017,MD,October,CHESTER RIVER,OLD FIELD (S),39.0843,-76.164883,60,CB3.2,2.1
2003,MD,October,CHOPTANK RIVER,COOK POINT (S),38.65405,-76.2793,66,EE2.1,2.1
2015,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,63,EE2.1,2.1
1992,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,82,EE3.1,2.1
1992,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,80,ET4.2,2.1
1995,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,70,ET4.2,2.1
2006,MD,October,EASTERN BAY,PARSONS ISLAND,38.895883,-76.2602,87,ET4.2,2.1
1993,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,87,EE3.0,2.1
2011,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,89,LE3.4,2.1
2006,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,83,EE3.1,2.1
2004,MD,October,LITTLE CHOPTANK RIVER,RAGGED POINT (LC),38.53645,-76.28903333,13,EE3.0,2.1
1994,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,80,LE2.2,2.1
2018,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,73,LE2.2,2.1
2018,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,63,ET5.1,2.1
2009,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,57,ET5.1,2.1
2006,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,80,EE1.1,2.1
2012,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,84,LE3.4,2.1
1996,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,83,EE1.1,2.1
2018,MD,October,MILES RIVER,TURTLE BACK,38.851067,-76.236333,70,EE1.1,2.1
2000,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,70,ET3.1,2.1
2018,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,73,ET3.1,2.1
1997,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,83,LE1.1,2.1
1997,MD,October,POCOMOKE SOUND,MARUMSCO,37.948233,-75.736017,61,EE3.3,2.1
2000,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,80,LE2.3,2.1
2015,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,67,ET8.1,2.1
2018,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,63,ET8.1,2.1
2010,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,89,LE5.2,2.1
1993,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,93,EE3.0,2.1
2014,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,83,EE3.0,2.1
1994,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,73,EE3.2,2.1
2015,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,67,EE3.2,2.1
1996,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,97,EE3.0,2.1
2018,MD,October,TANGIER SOUND,SHARKFIN SHOAL,38.208167,-75.986383,57,EE3.0,2.1
2012,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,68,LE3.1,2.1
2004,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,53,ET4.2,2.1
2009,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,80,ET4.2,2.1
2018,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,67,ET4.2,2.1
2010,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,88,LE5.2,2.1
2008,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,77,RET3.1,2.1
2013,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,70,RET3.1,2.1
1995,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,73,EE1.1,2.1
2004,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,92,LE3.2,2.083333333
2008,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,88,RET4.3,2.08
2017,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,96,RET4.3,2.08
2002,VA,October,RAPPAHANNOCK RIVER,BOWLERS ROCK,37.827367,-76.736333,96,RET3.2,2.08
2005,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,96,LE3.7,2.08
1991,VA,September,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,92,LE3.7,2.08
2003,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,88,LE3.4,2.08
2002,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,88,LE5.2,2.08
2005,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,88,LE5.2,2.08
2001,VA,September,TANGIER SOUND,HURLEY’S ROCK,,,96,,2.08
2008,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,88,LE3.7,2.08
1993,VA,September,RAPPAHANNOCK RIVER,MORATTICO ,37.780533,-76.658183,79,LE3.1,2.05
2007,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,100,LE4.2,2.043478261
2014,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,88,LE3.7,2.041666667
1996,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,92,LE3.7,2.04
2008,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,92,LE5.2,2.04
2000,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,100,CB5.4,2.04
2015,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,84,CB5.4,2.04
2014,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,84,LE3.4,2.04
2021,VA,September,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,92,LE3.2,2.04
2008,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,68,LE3.1,2.04
2013,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,92,LE3.1,2.04
1996,VA,November,EASTERN SHORE,TANGIER ISLAND,,,100,,2.04
2020,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,92,LE5.2,2.04
2010,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,92,RET4.3,2
1994,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,80,EE2.1,2
1995,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,63,EE2.1,2
2013,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,60,EE2.1,2
2014,MD,October,CHOPTANK RIVER,ROYSTON,38.686017,-76.241333,60,EE2.1,2
1996,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,80,EE1.1,2
2010,MD,October,EASTERN BAY,BUGBY,38.87535,-76.220267,67,EE1.1,2
1991,MD,October,EASTERN BAY,HOLLICUT NOOSE,38.1186,-76.075933,73,EE3.1,2
1997,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,83,EE3.0,2
2003,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,57,EE3.0,2
2004,MD,October,FISHING BAY,GOOSE CREEK,38.275533,-76.014233,77,EE3.0,2
1998,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,67,CB3.3W,2
2002,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,88,CB5.4,2
2007,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,80,CB5.4,2
1996,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,83,EE3.1,2
2008,MD,October,HOLLAND STRAITS,HOLLAND STRAITS,38.1186,-76.075933,50,EE3.1,2
2011,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,92,WE4.1,2
1992,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,83,EE2.2,2
2006,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,57,EE2.2,2
2018,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,63,EE2.2,2
2019,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,60,EE2.1,2
2005,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,88,CB5.4,2
2004,VA,October,RAPPAHANNOCK RIVER,HOG HOUSE ROCK,37.636183,-76.54255,80,LE3.2,2
2015,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,60,LE2.2,2
2019,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,60,LE2.2,2
2008,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,50,ET5.1,2
2010,MD,October,LOWER BAY,HOG ISLAND,38.313117,-76.3947,70,ET5.1,2
1996,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,93,ET5.2,2
1996,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,63,ET5.1,2
2007,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,87,ET5.1,2
2010,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,48,RET3.2,2
2012,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,57,CB3.3W,2
2013,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,67,CB3.3W,2
1994,MD,October,MILES RIVER,LONG POINT (S),38.767233,-76.17735,60,EE1.1,2
2015,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,80,LE3.4,2
2011,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,62,ET3.1,2
1996,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,87,LE2.3,2
1998,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,83,LE2.3,2
2017,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,88,LE3.7,2
2003,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,88,LE3.2,2
2016,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,80,LE3.2,2
2010,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,92,LE3.2,2
2011,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,76,LE3.2,2
2011,MD,October,ST. MARY'S RIVER,PAGAN (S),38.1918,-76.443767,53,EE3.0,2
1993,MD,October,TANGIER SOUND,OLD WOMAN'S LEG,37.95625,-75.962667,82,EE3.2,2
2013,MD,October,TANGIER SOUND,PINEY ISLAND EASY,38.0686,-75.90555,63,EE3.2,2
1994,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,90,ET4.2,2
1997,MD,October,TRED AVON RIVER,DOUBLE MILLS (S),38.729383,-76.138983,83,ET4.2,2
2008,VA,October,JAMES RIVER,SWASH,37.092217,-76.612217,96,LE5.2,2
2010,MD,October,GREAT WICOMICO RIVER,LANCASTER,38.276033,-76.824283,60,RET3.1,2
1991,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,80,RET3.1,2
2017,MD,October,GREAT WICOMICO RIVER,MILLS WEST,38.334683,-76.860333,60,RET3.1,2
2018,VA,October,GREAT WICOMICO RIVER,WHALEYS,37.808617,-76.3,72,CB5.4,2
2015,MD,October,WYE RIVER,BRUFFS ISLAND,38.860283,-76.194117,77,EE1.1,2
1998,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,96,LE5.2,2
1998,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,96,LE5.2,2
2017,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,88,LE5.2,2
2012,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,92,LE5.2,2
2018,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,76,LE4.2,1.96
1999,VA,October,YEOCOMICO RIVER,BARNS POINT,37.335283,-76.60055,100,LE4.2,1.96
2003,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,100,LE3.7,1.96
2018,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,76,LE3.7,1.96
1998,VA,September,TANGIER SOUND,CALIFORNIA ROCK,,,100,,1.96
1998,VA,September,TANGIER SOUND,CALIFORNIA ROCK,,,100,,1.96
2008,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,92,LE3.4,1.96
2013,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,76,LE3.4,1.96
2019,VA,October,RAPPAHANNOCK RIVER,DRUMMING GROUND,37.643883,-76.466383,92,LE3.4,1.96
2017,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,92,LE5.2,1.96
2018,VA,October,GREAT WICOMICO RIVER,FLEET POINT,37.809717,-76.288617,68,CB5.4,1.96
1996,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,100,WE4.1,1.96
2001,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,84,CB5.4,1.96
2001,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,100,LE5.2,1.96
1996,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,84,LE3.4,1.96
1992,VA,October,PIANKATANK RIVER,PALACE BAR,37.526667,-76.37,100,LE3.7,1.96
1991,VA,October,RAPPAHANNOCK RIVER,PARROT ROCK,37.605833,-76.588883,100,LE3.2,1.96
1999,VA,October,RAPPAHANNOCK RIVER,SMOKEY POINT,37.719167,-76.582217,100,LE3.1,1.96
1991,VA,October,JAMES RIVER,WRECK SHOAL,37.060283,-76.572217,100,LE5.2,1.96
2008,VA,October,YORK RIVER,ABERDEEN ROCK,37.335283,-76.60055,88,LE4.2,1.92
2003,VA,October,YORK RIVER,BELL ROCK,37.484167,-76.749717,88,RET4.3,1.92
2019,VA,October,RAPPAHANNOCK RIVER,BROAD CREEK,37.57695,-76.300833,80,LE3.7,1.92
2000,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,80,LE3.7,1.92
2017,VA,October,PIANKATANK RIVER,BURTON POINT,37.515,-76.328333,88,LE3.7,1.92
1999,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,96,LE5.2,1.92
1990,VA,September,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,10,WE4.1,1.92
2007,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,80,WE4.1,1.92
2016,VA,October,GREAT WICOMICO RIVER,HAYNIE BAR,37.829717,-76.309167,80,CB5.4,1.92
2018,VA,October,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,80,LE3.4,1.92
2021,VA,September,CORROTOMAN RIVER,MIDDLE GROUND,37.683333,-76.473333,80,LE3.4,1.92
2008,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,80,LE5.2,1.92
2001,VA,October,JAMES RIVER,THOMAS ROCK,37.029433,-76.493283,72,LE5.2,1.92
2010,MD,October,BROAD CREEK,DEEP NECK,38.740517,-76.2449,67,EE2.1,1.9
2012,VA,October,JAMES RIVER,DRY SHOAL,37.061383,-76.603883,84,LE5.2,1.9
1994,MD,October,HARRIS CREEK,TILGHMAN WHARF,38.704033,-76.315567,63,CB3.3W,1.9
2012,VA,October,PIANKATANK RIVER,GINNEY POINT,37.3533333,-76.4,68,WE4.1,1.9
2002,MD,October,HONGA RIVER,NORMAN ADDITION,38.257933,-76.13665,67,EE2.2,1.9
1996,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,87,EE2.1,1.9
2007,MD,October,LITTLE CHOPTANK RIVER,CASON (S),38.53645,-76.289033,60,EE2.1,1.9
2011,MD,October,LOWER BAY,BUTLER,38.109467,-76.3241,60,LE2.2,1.9
1990,MD,October,MANOKIN RIVER,GEORGES (S),38.40033,-75.824867,83,ET5.2,1.9
2010,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,68,LE5.2,1.9
2012,VA,October,JAMES RIVER,HORSEHEAD ROCK,37.106883,-76.634267,44,LE5.2,1.9
2016,MD,October,MIDDLE BAY,FLAG POND,38.430133,-76.429017,50,ET5.1,1.9
2009,MD,October,MIDDLE BAY,HACKETT POINT,38.968733,-76.419317,73,CB4.1W,1.9
2009,VA,October,RAPPAHANNOCK RIVER,LONG ROCK,37.8135,-76.7084,48,RET3.2,1.9
2012,VA,October,JAMES RIVER,LONG SHOAL,37.07635,-76.617133,80,LE5.2,1.9
2006,MD,October,MIDDLE BAY,STONE ROCK,38.64795,-76.3765,77,CB3.3W,1.9
2009,VA,October,JAMES RIVER,NANSEMOND RIDGE,36.922217,-76.452783,68,LE5.2,1.9
1997,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,80,ET3.1,1.9
2010,MD,October,NANTICOKE RIVER,WILSON SHOALS (S),39.289717,-75.921033,80,ET3.1,1.9
2014,MD,October,PATUXENT RIVER,BROOME ISLAND,38.405133,-76.561167,70,LE1.1,1.9
1994,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,77,LE2.3,1.9
2018,MD,October,POTOMAC RIVER,CORNFIELD HARBOR,38.0498,-76.333933,63,LE2.3,1.9
1995,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,83,ET8.1,1.9
2014,MD,October,ST. MARY'S RIVER,CHICKEN COCK,38.102767,-76.4353,67,ET8.1,1.9
2009,VA,October,JAMES RIVER,POINT OF SHOAL,37.07695,-76.643333,74,LE5.2,1.9
