"Year","State","Month","Region","Site","Lat","Long","Prevalence","MonitoringLocation","Mean.Intensity"
2015,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"16","RET3.1",0.24
2016,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"17","RET3.1",0.5
2017,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"28","RET3.1",0.52
2019,"VA","","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"40","RET3.1",0.695652174
2009,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"40","RET3.1",1.3
2010,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"44","RET3.1",1.7
2011,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"12","RET3.1",1.5
2012,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"40","RET3.1",1.5
1990,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"56","LE3.1",1.04
1991,"VA","May","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"36","LE3.1",0.36
1991,"VA","September","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100","LE3.1",1.64
1992,"VA","May","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"48","LE3.1",0.48
1992,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100","LE3.1",1.44
1993,"VA","May","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"44","LE3.1",0.44
1997,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"22","LE3.1",0.36
1998,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"77.4","LE3.1",1.391304348
1998,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"77.4","LE3.1",1.28
1999,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100","LE3.1",1.96
2000,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"92","LE3.1",2.84
2001,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100","LE3.1",2.76
2002,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"96","LE3.1",3.04
2003,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"92","LE3.1",2.52
2004,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"64","LE3.1",1.2
2005,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"44","LE3.1",1
2006,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"60","LE3.1",1.72
2007,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"68","LE3.1",1.16
2008,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"68","LE3.1",2.04
2013,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"92","LE3.1",2.04
2014,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"48","LE3.1",1.04
2015,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"52","LE3.1",0.92
2016,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"84","LE3.1",1.72
2017,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"96","LE3.1",2.4
2018,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"48","LE3.1",1.12
2019,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"40","LE3.1",0.8
2020,"VA","September","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"72","LE3.1",1.28
2021,"VA","September","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"56","LE3.1",0.88
2009,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"100","LE3.1",2.5
2010,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"91","LE3.1",2.2
2011,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"83","LE3.1",1.8
2012,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"68","LE3.1",2.1
1991,"VA","June","YEOCOMICO RIVER","BARN POINT",37.335283,-76.60055,"36","LE4.2",0.6
1992,"VA","June","YEOCOMICO RIVER","BARN POINT",37.335283,-76.60055,"100","LE4.2",1.16
1999,"VA","October","YEOCOMICO RIVER","BARNS POINT",37.335283,-76.60055,"100","LE4.2",1.96
2000,"VA","September","YEOCOMICO RIVER","BARNS POINT",37.335283,-76.60055,"76","LE4.2",1.88
1991,"VA","September","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"45","LE4.2",0.6
1999,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"88","LE4.2",1.823529412
2000,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"96","LE4.2",2.708333333
2001,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"92","LE4.2",2.36
2002,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"96","LE4.2",2.24
2003,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"88","LE4.2",1.76
2005,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"100","LE4.2",3.08
2006,"VA","September","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"100","LE4.2",3
2007,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"100","LE4.2",2.043478261
2008,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"88","LE4.2",1.92
2013,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"96","LE4.2",2.24
2014,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"84","LE4.2",1.64
2015,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"84","LE4.2",2.375
2016,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"96","LE4.2",2.72
2017,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"92","LE4.2",2.44
2018,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"76","LE4.2",1.96
2019,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"72","LE4.2",1.6
2020,"VA","September","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"92","LE4.2",2.2
2021,"VA","September","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"44","LE4.2",0.76
2009,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"96","LE4.2",3
2010,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"100","LE4.2",2.8
2011,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"96","LE4.2",2.4
2012,"VA","October","YORK RIVER","ABERDEEN ROCK",37.335283,-76.60055,"88","LE4.2",2.5
1991,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"4","RET4.3",0.04
1997,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"0","RET4.3",0
1998,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"0","RET4.3",0
1998,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"0","RET4.3",0
1999,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"0","RET4.3",0
2000,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"28","RET4.3",0.44
2002,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"96","RET4.3",3.2
2003,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"88","RET4.3",1.92
2004,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"52","RET4.3",1.32
2005,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"100","RET4.3",2.6
2006,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"92","RET4.3",2.5
2007,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"100","RET4.3",3.24
2008,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"88","RET4.3",2.08
2013,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"96","RET4.3",1.68
2014,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"60","RET4.3",1.08
2015,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"72","RET4.3",1.76
2016,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"88","RET4.3",2.32
2017,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"96","RET4.3",2.08
2018,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"60","RET4.3",1.24
2019,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"52","RET4.3",1.32
2020,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"40","RET4.3",0.72
2021,"VA","September","YORK RIVER","BELL ROCK",37.484167,-76.749717,"83","RET4.3",1.666666667
2009,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"88","RET4.3",2.4
2010,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"92","RET4.3",2
2011,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"92","RET4.3",1.7
2012,"VA","October","YORK RIVER","BELL ROCK",37.484167,-76.749717,"72","RET4.3",2.1
1991,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","CB3.3W",3.96153846153846
1992,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","CB3.3W",3.51666666666667
1993,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","CB3.3W",3.33333333333333
1994,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"67","CB3.3W",3.1
1995,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97","CB3.3W",3.24137931034483
1996,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"83","CB3.3W",2.6
1997,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","CB3.3W",2.81666666666667
1998,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97","CB3.3W",4.07692307692308
1998,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97","CB3.3W",3.12068965517241
1999,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97","CB3.3W",4.08620689655172
2000,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","CB3.3W",3.65
2001,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97","CB3.3W",4.12068965517241
2002,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","CB3.3W",3.25
2003,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"97","CB3.3W",3.41379310344828
2004,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"27","CB3.3W",1.4375
2005,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"20","CB3.3W",1.75
2006,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"50","CB3.3W",1.8
2007,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"90","CB3.3W",2.85185185185185
2008,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"67","CB3.3W",2.725
2009,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"70","CB3.3W",3.19047619047619
2010,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"67","CB3.3W",2.7
2011,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"43","CB3.3W",2.38461538461538
2012,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","CB3.3W",3.21666666666667
2013,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"80","CB3.3W",3.54166666666667
2014,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"67","CB3.3W",2.55
2015,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"93","CB3.3W",2.71428571428571
2016,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"80","CB3.3W",3.625
2017,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"77","CB3.3W",2.95652173913043
2018,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"57","CB3.3W",2.41176470588235
2019,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"33","CB3.3W",3.4
1991,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80","CB3.2",2.8
1992,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"97","CB3.2",3.00877192982456
1993,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"93","CB3.2",3.39285714285714
1994,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"10","CB3.2",3
1995,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"67","CB3.2",2.825
1996,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"13","CB3.2",3.5
1997,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"7","CB3.2",0.5
1998,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"33","CB3.2",2.7
1999,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"93","CB3.2",2.82142857142857
2000,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"97","CB3.2",3.60344827586207
2001,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"93","CB3.2",3.25
2002,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"100","CB3.2",2.61666666666667
2003,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"97","CB3.2",3.82758620689655
2004,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"50","CB3.2",3.2
2005,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"77","CB3.2",3.06521739130435
2006,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"63","CB3.2",2.71052631578947
2007,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80","CB3.2",3.625
2008,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"70","CB3.2",2.83333333333333
2009,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"64","CB3.2",2.66666666666667
2010,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"65","CB3.2",3.44117647058824
2011,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"20","CB3.2",2.58333333333333
2012,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"10","CB3.2",2.83333333333333
2013,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"27","CB3.2",2.0625
2014,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"13","CB3.2",3
2015,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"17","CB3.2",0.5
2019,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"3","CB3.2",3
1991,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20","CB3.2",1.66666666666667
1992,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","CB3.2",2.75
1992,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"37","CB3.2",1.95652173913043
1993,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"83","CB3.2",2.92
1994,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20","CB3.2",3
1995,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"83","CB3.2",2.88
1997,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"10","CB3.2",1.33333333333333
1998,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"33","CB3.2",3
1999,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"97","CB3.2",3.05357142857143
2000,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"93","CB3.2",3.17857142857143
2001,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"100","CB3.2",3.2
2002,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"97","CB3.2",2.86206896551724
2003,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"80","CB3.2",3.3125
2004,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"33","CB3.2",2.75
2005,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"57","CB3.2",2.26470588235294
2006,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"63","CB3.2",2.02631578947368
2007,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"100","CB3.2",3.56666666666667
2008,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"90","CB3.2",3.38888888888889
2009,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"87","CB3.2",3.40384615384615
2010,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"70","CB3.2",3
2011,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"40","CB3.2",2.16666666666667
2012,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"67","CB3.2",3.15
2013,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"57","CB3.2",2.32352941176471
2014,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"47","CB3.2",3.07142857142857
2015,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"57","CB3.2",2.91176470588235
2017,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"60","CB3.2",3.02777777777778
1991,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"23","CB3.3W",0.857142857142857
1992,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"87","CB3.3W",3.82692307692308
1993,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"97","CB3.3W",3.79310344827586
1994,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"90","CB3.3W",3.01851851851852
1996,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"60","CB3.3W",2.86111111111111
1997,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"70","CB3.3W",2.76190476190476
1998,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"87","CB3.3W",3.28846153846154
1999,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"93","CB3.3W",3.39285714285714
2000,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"40","CB3.3W",2.5
2001,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"77","CB3.3W",2.69565217391304
2003,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"66","CB3.3W",3.36842105263158
2005,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"13","CB3.3W",1.625
2006,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"40","CB3.3W",0.916666666666667
2007,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"17","CB3.3W",1.5
2008,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"13","CB3.3W",2.25
2009,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"7","CB3.3W",0.5
2010,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"43","CB3.3W",2.15384615384615
2011,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"40","CB3.3W",2.95833333333333
2012,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"93","CB3.3W",3.32142857142857
2013,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"97","CB3.3W",3.03448275862069
2014,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"80","CB3.3W",3.8125
2015,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"90","CB3.3W",3.62962962962963
2017,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"90","CB3.3W",3.38888888888889
2018,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"63","CB3.3W",2.55263157894737
2019,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"37","CB3.3W",3.54545454545455
1991,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","ET4.2",3.53333333333333
1992,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","ET4.2",4.03448275862069
1993,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"93","ET4.2",3.28571428571429
1994,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"47","ET4.2",2.60714285714286
1995,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90","ET4.2",3.35185185185185
1996,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"77","ET4.2",2.76086956521739
1997,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"57","ET4.2",2.52941176470588
1998,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"43","ET4.2",3.23076923076923
1999,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"87","ET4.2",2.76923076923077
2000,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","ET4.2",3.26666666666667
2001,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","ET4.2",3.15
2002,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","ET4.2",4.06666666666667
2003,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"20","ET4.2",2.83333333333333
2004,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"43","ET4.2",2.80769230769231
2005,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"27","ET4.2",2.3125
2006,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"30","ET4.2",1.05555555555556
2010,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"10","ET4.2",0.5
2012,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"13","ET4.2",1.125
2013,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"10","ET4.2",2.16666666666667
2014,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"10","ET4.2",3
2015,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"23","ET4.2",1.92857142857143
2016,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"10","ET4.2",3.66666666666667
2017,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"17","ET4.2",2
2018,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"7","ET4.2",2.75
2019,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"3","ET4.2",5
1991,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"60","EE3.0",2.66666666666667
1992,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"100","EE3.0",3.38333333333333
1993,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"93","EE3.0",2.85714285714286
1994,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"10","EE3.0",3.66666666666667
1995,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"68","EE3.0",2.93055555555556
1996,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"13","EE3.0",2.26666666666667
1997,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"50","EE3.0",2.16666666666667
1998,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"20","EE3.0",1.75
1999,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"83","EE3.0",2.72
2000,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"73","EE3.0",2.5
2001,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"100","EE3.0",3.23333333333333
2002,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"100","EE3.0",3.23333333333333
2003,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"43","EE3.0",2.38461538461538
2004,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"43","EE3.0",2
2005,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"17","EE3.0",1.4
2006,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"30","EE3.0",3.11111111111111
2007,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"27","EE3.0",2.3125
2011,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"3","EE3.0",3
2013,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"7","EE3.0",1.75
2014,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"3","EE3.0",0.5
2015,"MD","October","CHOPTANK RIVER","OYSTER SHELL POINT",38.589233,-76.005517,"40","EE3.0",2.33333333333333
1991,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100","CB3.3W",4.06666666666667
1992,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"97","CB3.3W",4.31034482758621
1993,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100","CB3.3W",3.25
1994,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"80","CB3.3W",2.85416666666667
